Date,Underlying_Price,Risk_Free_Rate_Raw,Risk_Free_Rate_Kalman,Dividend_Yield_Continuous,ATM_IV,Skew_90_110,Kurtosis_Wings,Options_Volume
2016-06-10,2093.5,0.007994579535633279,0.007952772535189608,0.02228889704097468,0.14275551702372866,0.14344606946124305,0.08974740673138407,4770
2016-06-13,2079.88,0.00787013478700365,0.007949158576686117,0.022526616317923593,0.16948349761414377,0.18278748871599862,0.08428230387282493,5262
2016-06-14,2074.66,0.009645992508653225,0.008023365431931571,0.022574752449051678,0.17017818134156554,0.1675792470960015,0.08636565053269757,5384
2016-06-15,2073.86,0.008296823992073626,0.00803532446893914,0.022636347310781624,0.1640055915079113,0.15876027763277492,0.08960075210377375,5264
2016-06-16,2079.09,0.008308303908817368,0.008047262552801327,0.02277716256873223,0.16033623861185659,0.16134270839475506,0.0879716666194246,4882
2016-06-17,2070.53,0.006540771528671511,0.007981379876099677,0.02265600831353712,0.16685031910126885,0.16023786026295472,0.08486286910331614,4962
2016-06-20,2087.97,0.008483260760445255,0.008003328401193065,0.022663763902951668,0.15365490732117273,0.16632446241231558,0.08787482059590634,4901
2016-06-21,2089.61,0.008749018336386374,0.008035939314987518,0.022748791237207494,0.1594773217139352,0.16457871481240732,0.09037043418148905,5122
2016-06-22,2086.22,0.007982688003167017,0.008033610499943541,0.022677879977404378,0.18277378452707493,0.18133716273028108,0.06935231595449776,5341
2016-06-23,2107.68,0.009286178759399164,0.008088388489564906,0.02265836809577445,0.1500768358397137,0.15259511641911244,0.0949144499367105,4996
2016-06-24,2041.68,0.008495216100971847,0.00810618009374065,0.022621252213532967,0.20455169048039107,0.1944717242763241,0.07183748829028935,5437
2016-06-27,2001.47,0.006376806536685469,0.008030550198088494,0.022441379781317907,0.20239263643894856,0.18396078860396337,0.07049318306915692,5290
2016-06-28,2032.81,0.006380538319786659,0.007958390990107263,0.02256260633543201,0.1671133070849235,0.16077063310356604,0.058704282658947504,5062
2016-06-29,2069.11,0.008326583929398253,0.007974493001997542,0.022629280253919144,0.1453676461031534,0.1485280777887633,0.07804271645700028,4784
2016-06-30,2092.68,0.009145207256316656,0.008025691308188494,0.022392222440115343,0.1354395506971705,0.1298904498311369,0.08679621448452485,4770
2016-07-01,2103.06,0.004698578645480036,0.007880188225597079,0.02257743199376706,0.12590937309286088,0.122219725685716,0.08934596925169369,4494
2016-07-05,2090.08,0.007417962812589628,0.007859973934930431,0.0226039930418466,0.13587079727809326,0.13650116379357935,0.08105341499080365,4545
2016-07-06,2098.74,0.006809772474353928,0.00781404595913069,0.02293135894589892,0.13396718854261158,0.12286900785325099,0.0847572822550427,4530
2016-07-07,2096.81,0.007681202896776547,0.0078082363947928005,0.022748146975701867,0.131930059848394,0.12490212403490857,0.0833860142779354,4774
2016-07-08,2127.19,0.008087511314735675,0.007820449795979244,0.022742848512498852,0.11605844444281886,0.10601051437019494,0.09885693077315057,4797
2016-07-11,2138.42,0.007845919461591022,0.007821563649111008,0.022742848512499067,0.1179252606542191,0.10776310113461318,0.09420195456839797,4719
2016-07-12,2151.52,0.007881529251128882,0.007824186097109493,0.02265620460714234,0.11516893080180088,0.10252880070051182,0.10247030568896251,4698
2016-07-13,2153.23,0.007179535186368543,0.0077959938763411665,0.022747432407909912,0.11079505710275298,0.09967973147766779,0.1075727292879789,4589
2016-07-14,2163.43,0.00569206437413565,0.007703983698400058,0.022753925509604502,0.11113881797595064,0.08946122738308751,0.10506493075824226,4739
2016-07-15,2161.15,0.0034261879242812906,0.007516904830044541,0.022725694603481134,0.10751992802801436,0.09567643669979113,0.0997779329545839,4840
2016-07-18,2167.59,0.008332816721454417,0.007552586728242268,0.0227646426037726,0.10873658352371653,0.10545277173854879,0.0937326541400756,4601
2016-07-19,2162.02,0.008888222682911666,0.007610997479042068,0.022764693917086968,0.11002867117654255,0.11164381759865505,0.09354721713240502,4630
2016-07-20,2174.24,0.007869542153996774,0.007622304293991604,0.022847935199365975,0.10657034517973048,0.10080232266516886,0.09458956523333699,4614
2016-07-21,2162.34,0.00918888671962082,0.007690814920222406,0.022763403269608063,0.11445305999579669,0.11412932621995989,0.09592671346275941,4878
2016-07-22,2174.42,0.00880951330996185,0.007739738440613397,0.02268570532548607,0.10469379484595731,0.10124703209769603,0.09789835560352447,4578
2016-07-25,2166.36,0.008926408091581739,0.007791634516802477,0.02268673193874546,0.11415568791901755,0.11296147104487701,0.09475956744071783,4674
2016-07-26,2168.33,0.009063397120697914,0.007847251923830898,0.022714804676666058,0.11260423200872445,0.11041715145817257,0.0917139929009244,4720
2016-07-27,2170.3,0.009534164249539567,0.007921024882048747,0.022747975831599154,0.1077796004659906,0.10651389453117394,0.10013204383872056,4643
2016-07-28,2171.93,0.008055818884934961,0.007926919765968552,0.022701720936849502,0.10920029278916585,0.1080885086957662,0.09532430070598533,4383
2016-07-29,2174.17,0.007498722425158254,0.007908193609279099,0.02266587047155581,0.10256195694962278,0.10017430370403242,0.10111383128980606,4269
2016-08-01,2169.33,0.008697550150549556,0.007942714174604666,0.022658534100611978,0.11035087210368336,0.11434577646754188,0.09441856965420473,4346
2016-08-02,2157.25,0.008036312841992679,0.007946807481929077,0.022682232943635583,0.1174991109965134,0.12206238317280171,0.09296101909087733,4334
2016-08-03,2159.96,0.008843431520299549,0.007986019127200584,0.022958367923836126,0.11203043829251001,0.11245146281547738,0.09572822927833964,4277
2016-08-04,2164.47,0.008860048262598,0.008024242640008084,0.022779411180108268,0.10794898146610331,0.11799420048771263,0.0986508442649834,4128
2016-08-05,2181.84,0.007211867482997136,0.007988715412183597,0.022524177755373687,0.098893007872418,0.1011723571990028,0.10408454603549144,4307
2016-08-08,2178.97,0.008767875812873461,0.008022790074398746,0.022584479664221623,0.10197397483773318,0.10975462380557591,0.1007541732331908,4263
2016-08-09,2181.41,0.007611262407662297,0.008004792924872387,0.022600505900771093,0.10094669373105736,0.10967074581332592,0.10610667800628432,4300
2016-08-10,2173.15,0.009134704478683621,0.008054206825392773,0.02282172284489951,0.10577506629185572,0.1142999836616864,0.1031382291139838,4426
2016-08-11,2187.42,0.006188035890906379,0.007972594433166407,0.022717809924429656,0.10120661151731075,0.11247901506723416,0.10268879682135329,4350
2016-08-12,2184.33,0.006709860268502448,0.007917371862704206,0.022623152474806844,0.09977310195005151,0.11258581306573752,0.108059889493693,4297
2016-08-15,2191.43,0.009108694106926513,0.007969471408606855,0.022737591267665003,0.09832879774795285,0.11496064719863044,0.11012405345746189,4508
2016-08-16,2180.98,0.009213644745637632,0.008023882266960132,0.022721545367920294,0.10563900155652764,0.11350949446587427,0.10457279488092103,4687
2016-08-17,2181.96,0.006325685533945259,0.007949615812965398,0.02278790450390328,0.10538799655396333,0.11975803850009731,0.1062107030567655,4643
2016-08-18,2185.52,0.006187416980007558,0.007872550384671296,0.022747150707710564,0.10107588417473422,0.11605737608261475,0.10296174640694226,4397
2016-08-19,2183.53,0.008576095571711871,0.007903318201644895,0.02288040725862951,0.09668057299425888,0.11441675812441719,0.10839538989456456,4587
2016-08-22,2182.64,0.010071082766213341,0.007998120048907974,0.022735543581035612,0.1017289774498581,0.12255154173374196,0.10132704284363322,4390
2016-08-23,2187.53,0.010714081702655809,0.008116895946475172,0.022738044756666097,0.1026961905719486,0.11579536551984286,0.09808423038657611,4534
2016-08-24,2172.32,0.008444265046067344,0.008131212628224404,0.02279955510569582,0.117313279663928,0.12827471134692323,0.08755224223691559,4615
2016-08-25,2171.75,0.009538638439057386,0.008192762931672263,0.022740795080557312,0.11614517084061887,0.12264671910280982,0.08838048159263293,4623
2016-08-26,2169.12,0.0099783726698234,0.00827085217827888,0.022662601618971445,0.11557403465195155,0.12360552680237437,0.09146185785704274,4783
2016-08-29,2179.61,0.011077353629551558,0.008393587611026453,0.022666643312805476,0.11005249278834138,0.12562605865252374,0.09487528983307643,4852
2016-08-30,2175.27,0.008535185188936565,0.008399780032552878,0.0227136379562858,0.10804576210296368,0.12341055411673109,0.0940695083086881,4732
